X Dis,Y Dis,X Vel,Y Vel
141.0845174,282.9439494,3.696541623,2.698472007
138.3860454,279.2474078,3.796541623,2.658472007
135.7275733,275.4508662,3.896541623,2.618472007
133.1091013,271.5543245,3.996541623,2.578472007
130.5306293,267.5577829,4.096541623,2.538472007
127.9921573,263.4612413,4.196541623,2.498472007
125.4936853,259.2646997,4.296541623,2.458472007
123.0352133,254.968158,4.396541623,2.418472007
120.6167413,250.5716164,4.319952104,2.47236632
118.144375,246.2516643,4.243362586,2.526260632
115.6181144,242.0083017,4.166773067,2.580154945
113.0379594,237.8415287,4.090183549,2.634049258
110.4039101,233.7513451,4.01359403,2.68794357
107.7159666,229.7377511,3.937004511,2.741837883
104.9741287,225.8007466,3.860414993,2.795732195
102.1783965,221.9403316,3.783825474,2.849626508
99.32876999,218.1565061,3.707235956,2.90352082
96.42524917,214.4492701,3.630646437,2.957415133
93.46783404,210.8186237,3.554056919,3.011309445
90.45652459,207.2645668,3.4774674,3.065203758
87.39132084,203.7870994,3.400877881,3.119098071
84.27222277,200.3862215,3.324288363,3.172992383
81.09923038,197.0619331,3.247698844,3.226886696
77.87234369,193.8142343,3.171109326,3.280781008
74.59156268,190.643125,3.094519807,3.334675321
71.25688736,187.5486052,3.017930289,3.388569633
67.86831772,184.5306749,2.94134077,3.442463946
64.42585378,181.5893341,2.864751251,3.496358258
60.92949552,178.7245829,2.788161733,3.550252571
57.37924295,175.9364211,2.888161733,3.510252571
53.86899038,173.0482594,2.988161733,3.470252571
50.39873781,170.0600977,3.088161733,3.430252571
46.96848524,166.9719359,3.188161733,3.390252571
43.57823267,163.7837742,3.288161733,3.350252571
40.22798009,160.4956125,3.388161733,3.310252571
36.91772752,157.1074507,3.488161733,3.270252571
33.64747495,153.619289,3.588161733,3.230252571
30.41722238,150.0311273,3.688161733,3.190252571
27.22696981,146.3429655,3.788161733,3.150252571
24.07671724,142.5548038,3.888161733,3.110252571
20.96646467,138.6666421,3.988161733,3.070252571
17.8962121,134.6784803,4.088161733,3.030252571
14.86595953,130.5903186,4.188161733,2.990252571
11.87570696,126.4021569,4.288161733,2.950252571
8.925454384,122.1139951,4.388161733,2.910252571
6.015201813,117.7258334,4.488161733,2.870252571
3.144949242,113.2376717,4.588161733,2.830252571
0.314696671,108.6495099,4.688161733,2.790252571
-2.4755559,103.9613482,4.788161733,2.750252571
-5.225808471,99.17318647,4.888161733,2.710252571
-7.936061042,94.28502474,4.988161733,2.670252571
-10.60631361,89.296863,5.088161733,2.630252571
-13.23656618,84.20870127,5.188161733,2.590252571
-15.82681875,79.02053954,5.288161733,2.550252571
-18.37707133,73.73237781,5.388161733,2.510252571
-20.8873239,68.34421607,5.488161733,2.470252571
-147.0672648,431.9,0,0
-147.0672648,431.9,-0.1,0.04
-147.1072648,432,-0.2,0
-147.1072648,432.2,-0.3,0.04
-147.1472648,432.5,-0.4,0
-147.1472648,432.9,-0.5,0.04
-147.1872648,433.4,-0.6,0
-147.1872648,434,-0.7,0.04
-147.2272648,434.7,-0.6,0
-147.2272648,435.3,-0.5,0.04
-147.2672648,435.8,-0.4,0
-147.2672648,436.2,-0.3,0.04
-147.3072648,436.5,-0.2,0
-147.3072648,436.7,-0.1,0.04
-147.3472648,436.8,-2.50E-16,0
-147.3472648,436.8,0.1,0.04
-147.3872648,436.7,0.2,0
-147.3872648,436.5,0.3,0.04
-147.4272648,436.2,0.4,0
-147.4272648,435.8,0.5,0.04
-147.4672648,435.3,0.6,0
-147.4672648,434.7,0.7,0.04
-147.5072648,434,0.8,0
-147.5072648,433.2,0.9,0.04
-147.5472648,432.3,1,0
-147.5472648,431.3,1.1,0.04
-147.5872648,430.2,1,0
-147.5872648,429.2,0.9,0.04
-147.6272648,428.3,0.8,0
-147.6272648,427.5,0.7,0.04
-147.6672648,426.8,0.6,0
-147.6672648,426.2,0.5,0.04
-147.7072648,425.7,0.4,0
-147.7072648,425.3,0.3,0.04
-147.7472648,425,0.4,0
-147.7472648,424.6,0.5,0.04
-147.7872648,424.1,0.6,0
-147.7872648,423.5,0.7,0.04
-147.8272648,422.8,0.8,0
-147.8272648,422,0.9,0.04
-147.8672648,421.1,1,0
-147.8672648,420.1,1.1,0.04
-147.9072648,419,1.2,0
-147.9072648,417.8,1.1,0.04
-147.9472648,416.7,1,0
-147.9472648,415.7,0.9,0.04
-147.9872648,414.8,0.8,0
-147.9872648,414,0.7,0.04
-148.0272648,413.3,0.6,0
-148.0272648,412.7,0.5,0.04
-148.0672648,412.2,0.4,0
-148.0672648,411.8,0.3,0.04
-148.1072648,411.5,0.2,0
-148.1072648,411.3,0.1,0.04
-148.1472648,411.2,2.78E-17,0
-148.1472648,411.2,-0.099878165,0.033020101
-148.1802849,411.2998782,-0.199390975,-0.020931194
-148.1593537,411.4992691,-0.298295355,-0.001836887
-148.1575168,411.7975645,-0.396348968,0.010328493
-148.1678453,412.1939135,-0.494402582,-0.057506127
-148.1103391,412.688316,-0.592456196,-0.045340747
-148.0649984,413.2807722,-0.69050981,-0.033175368
-148.031823,413.9712821,-0.788563423,-0.021009988
-148.010813,414.7598455,-0.886617037,-0.008844608
-148.0019684,415.6464625,-0.984670651,0.003320772
-148.0052892,416.6311332,-1.082724265,-0.064513848
-147.9407753,417.7138574,-1.180777878,-0.052348468
-147.8884269,418.8946353,-1.278831492,-0.040183089
-147.8482438,420.1734668,-1.376885106,-0.028017709
-147.8202261,421.5503519,-1.47493872,-0.015852329
-147.8043738,423.0252906,-1.572992333,-0.003686949
-147.8006868,424.598283,-1.671045947,0.008478431
-147.8091652,426.2693289,-1.769099561,-0.05935619
-147.749809,428.0384285,-1.867153175,-0.04719081
-147.7026182,429.9055816,-1.965206788,-0.03502543
-147.6675928,431.8707884,-2.063260402,-0.02286005
-147.6447328,433.9340488,-2.161314016,-0.01069467
-147.6340381,436.0953628,-2.259367629,0.001470709
-147.6355088,438.3547305,-2.357421243,-0.066363911
-147.5691449,440.7121517,-2.455474857,-0.054198531
-147.5149464,443.1676266,-2.553528471,-0.042033151
-147.4729132,445.721155,-2.651582084,-0.029867771
-147.4430454,448.3727371,-2.749635698,-0.017702392
-147.425343,451.1223728,-2.847689312,-0.005537012
-147.419806,453.9700621,-2.747689312,0.034462988
-147.454269,456.7177515,-2.647689312,-0.005537012
-147.448732,459.3654408,-2.547689312,0.034462988
-147.483195,461.9131301,-2.447689312,-0.005537012
-147.477658,464.3608194,-2.347689312,0.034462988
-147.512121,466.7085087,-2.247689312,-0.005537012
-147.506584,468.956198,-2.147689312,0.034462988
-147.5410469,471.1038873,-2.047689312,-0.005537012
-147.5355099,473.1515766,-1.947689312,0.034462988
-147.5699729,475.0992659,-1.847689312,-0.005537012
-147.5644359,476.9469553,-1.747689312,0.034462988
-147.5988989,478.6946446,-1.647689312,-0.005537012
-147.5933619,480.3423339,-1.547689312,0.034462988
-147.6278249,481.8900232,-1.447689312,-0.005537012
-147.6222879,483.3377125,-1.347689312,0.034462988
-147.6567509,484.6854018,-1.247689312,-0.005537012
-147.6512138,485.9330911,-1.345742926,0.006628368
-147.6578422,487.2788341,-1.443796539,-0.061206252
-147.596636,488.7226306,-1.541850153,-0.049040872
-147.5475951,490.2644807,-1.639903767,-0.036875493
-147.5107196,491.9043845,-1.737957381,-0.024710113
-147.4860095,493.6423419,-1.836010994,-0.012544733
-147.4734647,495.4783529,-1.934064608,-0.000379353
-147.4730854,497.4124175,-2.032118222,0.011786027
-147.4848714,499.4445357,-2.130171836,-0.056048593
-147.4288228,501.5747076,-2.228225449,-0.043883214
-147.3849396,503.802933,-2.326279063,-0.031717834
-147.3532218,506.1292121,-2.424332677,-0.019552454
-147.3336693,508.5535447,-2.522386291,-0.007387074
-147.3262822,511.075931,-2.620439904,0.004778306
-147.3310606,513.6963709,-2.718493518,-0.063056315
-147.2680042,516.4148645,-2.816547132,-0.050890935
-147.2171133,519.2314116,-2.914600746,-0.038725555
-147.1783878,522.1460123,-3.012654359,-0.026560175
-147.1518276,525.1586667,-3.110707973,-0.014394795
-147.1374328,528.2693747,-3.208761587,-0.002229416
-147.1352034,531.4781363,-3.306815201,0.009935964
-147.1451393,534.7849515,-3.404868814,-0.057898656
-147.0872407,538.1898203,-3.502922428,-0.045733276
-147.0415074,541.6927427,-3.600976042,-0.033567896
-147.0079395,545.2937187,-3.699029656,-0.021402517
-146.986537,548.9927484,-3.797083269,-0.009237137
-146.9772998,552.7898317,-3.697083269,0.030762863
-147.0080627,556.4869149,-3.597083269,-0.009237137
-146.9988256,560.0839982,-3.497083269,0.030762863
-147.0295884,563.5810815,-3.397083269,-0.009237137
-147.0203513,566.9781647,-3.297083269,0.030762863
-147.0511142,570.275248,-3.197083269,-0.009237137
-147.041877,573.4723313,-3.097083269,0.030762863
-147.0726399,576.5694146,-2.997083269,-0.009237137
-147.0634028,579.5664978,-2.897083269,0.030762863
-147.0941656,582.4635811,-2.797083269,-0.009237137
-147.0849285,585.2606644,-2.697083269,0.030762863
-147.1156913,587.9577476,-2.597083269,-0.009237137
-147.1064542,590.5548309,-2.497083269,0.030762863
-147.1372171,593.0519142,-2.397083269,-0.009237137
-147.1279799,595.4489974,-2.297083269,0.030762863
-147.1587428,597.7460807,-2.197083269,-0.009237137
-147.1495057,599.943164,-2.097083269,0.030762863
-147.1802685,602.0402472,-1.997083269,-0.009237137
-147.1710314,604.0373305,-1.897083269,0.030762863
-147.2017942,605.9344138,-1.797083269,-0.009237137
-147.1925571,607.7314971,-1.697083269,0.030762863
-147.22332,609.4285803,-1.597083269,-0.009237137
-147.2140828,611.0256636,-1.497083269,0.030762863
-147.2448457,612.5227469,-1.397083269,-0.009237137
-147.2356086,613.9198301,-1.297083269,0.030762863
-147.2663714,615.2169134,-1.197083269,-0.009237137
-147.2571343,616.4139967,-1.097083269,0.030762863
-147.2878972,617.5110799,-0.997083269,-0.009237137
-147.27866,618.5081632,-0.897083269,0.030762863
-147.3094229,619.4052465,-0.797083269,-0.009237137
-147.3001857,620.2023298,-0.697083269,0.030762863
-147.3309486,620.899413,-0.597083269,-0.009237137
-147.3217115,621.4964963,-0.497083269,0.030762863
-147.3524743,621.9935796,-0.397083269,-0.009237137
-147.3432372,622.3906628,-0.297083269,0.030762863
-147.3740001,622.6877461,-0.197083269,-0.009237137
-147.3647629,622.8848294,-0.097083269,0.030762863
-147.3955258,622.9819126,0.002916731,-0.009237137
-147.3862887,622.9789959,0.102916731,0.030762863
-147.4170515,622.8760792,0.202916731,-0.009237137
-147.4078144,622.6731624,0.302916731,0.030762863
-147.4385772,622.3702457,0.402916731,-0.009237137
-147.4293401,621.967329,0.502916731,0.030762863
-147.460103,621.4644123,0.602916731,-0.009237137
-147.4508658,620.8614955,0.702916731,0.030762863
-147.4816287,620.1585788,0.802916731,-0.009237137
-147.4723916,619.3556621,0.902916731,0.030762863
-147.5031544,618.4527453,1.002916731,-0.009237137
-147.4939173,617.4498286,1.102916731,0.030762863
-147.5246801,616.3469119,1.202916731,-0.009237137
-147.515443,615.1439951,1.302916731,0.030762863
-147.5462059,613.8410784,1.402916731,-0.009237137
-147.5369687,612.4381617,1.502916731,0.030762863
-147.5677316,610.9352449,1.602916731,-0.009237137
-147.5584945,609.3323282,1.702916731,0.030762863
-147.5892573,607.6294115,1.802916731,-0.009237137
-147.5800202,605.8264948,1.902916731,0.030762863
-147.6107831,603.923578,2.002916731,-0.009237137
-147.6015459,601.9206613,2.102916731,0.030762863
-147.6323088,599.8177446,2.202916731,-0.009237137
-147.6230716,597.6148278,2.302916731,0.030762863
-147.6538345,595.3119111,2.223157921,-0.096911366
-147.5569231,593.0887532,2.143399112,-0.144585595
-147.4123375,590.9453541,2.063640303,-0.192259825
-147.2200777,588.8817138,1.983881494,-0.239934054
-146.9801437,586.8978323,1.904122684,-0.287608284
-146.6925354,584.9937096,1.824363875,-0.335282513
-146.3572529,583.1693457,1.744605066,-0.382956742
-145.9742961,581.4247406,1.664846256,-0.430630972
-145.5436652,579.7598944,1.585087447,-0.478305201
-145.06536,578.1748069,1.505328638,-0.52597943
-144.5393805,576.6694783,1.425569829,-0.57365366
-143.9657269,575.2439085,1.345811019,-0.621327889
-143.344399,573.8980975,1.26605221,-0.669002118
-142.6753969,572.6320452,1.186293401,-0.716676348
-141.9587205,571.4457518,1.106534592,-0.764350577
-141.1943699,570.3392173,1.026775782,-0.812024806
-140.3823451,569.3124415,0.947016973,-0.859699036
-139.5226461,568.3654245,0.867258164,-0.907373265
-138.6152728,567.4981663,0.787499355,-0.955047495
-137.6602253,566.710667,0.707740545,-1.002721724
-136.6575036,566.0029264,0.627981736,-1.050395953
-135.6071077,565.3749447,0.548222927,-1.098070183
-134.5090375,564.8267218,0.468464118,-1.145744412
-133.3632931,564.3582577,0.388705308,-1.193418641
-132.1698744,563.9695523,0.308946499,-1.241092871
-130.9287815,563.6606058,0.408946499,-1.201092871
-129.7276887,563.2516594,0.508946499,-1.161092871
-128.5665958,562.7427129,0.608946499,-1.121092871
-127.4455029,562.1337664,0.708946499,-1.081092871
-126.3644101,561.4248199,0.808946499,-1.041092871
-125.3233172,560.6158734,0.908946499,-1.001092871
-124.3222243,559.7069269,1.008946499,-0.961092871
-123.3611315,558.6979804,1.108946499,-0.921092871
-122.4400386,557.5890339,1.208946499,-0.881092871
-121.5589457,556.3800874,1.308946499,-0.841092871
-120.7178528,555.0711409,1.408946499,-0.801092871
-119.91676,553.6621944,1.508946499,-0.761092871
-119.1556671,552.1532479,1.608946499,-0.721092871
-118.4345742,550.5443014,1.708946499,-0.681092871
-117.7534814,548.8353549,1.808946499,-0.641092871
-117.1123885,547.0264084,1.908946499,-0.601092871
-116.5112956,545.1174619,2.008946499,-0.561092871
-115.9502027,543.1085154,2.108946499,-0.521092871
-115.4291099,540.9995689,2.208946499,-0.481092871
-114.948017,538.7906224,2.308946499,-0.441092871
-114.5069241,536.4816759,2.408946499,-0.401092871
-114.1058313,534.0727294,2.508946499,-0.361092871
-113.7447384,531.5637829,2.608946499,-0.321092871
-113.4236455,528.9548364,2.708946499,-0.281092871
-113.1425527,526.2458899,2.808946499,-0.241092871
-112.9014598,523.4369434,2.908946499,-0.201092871
-112.7003669,520.5279969,3.008946499,-0.161092871
-112.539274,517.5190504,3.108946499,-0.121092871
-112.4181812,514.4101039,3.208946499,-0.081092871
-112.3370883,511.2011574,3.308946499,-0.041092871
-112.2959954,507.8922109,3.22918769,-0.0887671
-112.2072283,504.6630232,3.149428881,-0.136441329
-112.070787,501.5135943,3.069670071,-0.184115559
-111.8866714,498.4439242,2.989911262,-0.231789788
-111.6548817,495.454013,2.910152453,-0.279464017
-111.3754176,492.5438605,2.830393644,-0.327138247
-111.0482794,489.7134669,2.750634834,-0.374812476
-110.6734669,486.962832,2.670876025,-0.422486706
-110.2509802,484.291956,2.591117216,-0.470160935
-109.7808193,481.7008388,2.511358406,-0.517835164
-109.2629841,479.1894804,2.431599597,-0.565509394
-108.6974747,476.7578808,2.351840788,-0.613183623
-108.0842911,474.40604,2.272081979,-0.660857852
-107.4234332,472.133958,2.192323169,-0.708532082
-106.7149012,469.9416349,2.11256436,-0.756206311
-105.9586948,467.8290705,2.032805551,-0.80388054
-105.1548143,465.796265,1.953046742,-0.85155477
-104.3032595,463.8432182,1.873287932,-0.899228999
-103.4040305,461.9699303,1.793529123,-0.946903228
-102.4571273,460.1764012,1.713770314,-0.994577458
-101.4625498,458.4626308,1.634011505,-1.042251687
-100.4202982,456.8286193,1.554252695,-1.089925917
-99.33037224,455.2743666,1.474493886,-1.137600146
-98.1927721,453.7998728,1.394735077,-1.185274375
-97.00749772,452.4051377,1.314976268,-1.232948605
-95.77454912,451.0901614,1.235217458,-1.280622834
-94.49392629,449.854944,1.155458649,-1.328297063
-93.16562922,448.6994853,1.07569984,-1.375971293
-91.78965793,447.6237855,0.995941031,-1.423645522
-90.36601241,446.6278444,1.095941031,-1.383645522
-88.98236688,445.5319034,1.195941031,-1.343645522
-87.63872136,444.3359624,1.295941031,-1.303645522
-86.33507584,443.0400213,1.395941031,-1.263645522
-85.07143032,441.6440803,1.495941031,-1.223645522
-83.8477848,440.1481393,1.595941031,-1.183645522
-82.66413927,438.5521982,1.695941031,-1.143645522
-81.52049375,436.8562572,1.795941031,-1.103645522
-80.41684823,435.0603162,1.895941031,-1.063645522
-79.35320271,433.1643752,1.995941031,-1.023645522
-78.32955719,431.1684341,2.095941031,-0.983645522
-77.34591166,429.0724931,2.195941031,-0.943645522
-76.40226614,426.8765521,2.295941031,-0.903645522
-75.49862062,424.580611,2.395941031,-0.863645522
-74.6349751,422.18467,2.495941031,-0.823645522
-73.81132958,419.688729,2.416182221,-0.871319751
-72.94000982,417.2725468,2.336423412,-0.918993981
-72.02101584,414.9361233,2.256664603,-0.96666821
-71.05434763,412.6794587,2.176905793,-1.014342439
-70.04000519,410.5025529,2.097146984,-1.062016669
-68.97798853,408.405406,2.017388175,-1.109690898
-67.86829763,406.3880178,1.937629366,-1.157365128
-66.7109325,404.4503884,1.857870556,-1.205039357
-65.50589314,402.5925179,1.778111747,-1.252713586
-64.25317956,400.8144061,1.698352938,-1.300387816
-62.95279174,399.1160532,1.618594129,-1.348062045
-61.6047297,397.4974591,1.538835319,-1.395736274
-60.20899342,395.9586237,1.45907651,-1.443410504
-58.76558292,394.4995472,1.379317701,-1.491084733
-57.27449818,393.1202295,1.299558892,-1.538758962
-55.73573922,391.8206706,1.219800082,-1.586433192
-54.14930603,390.6008705,1.140041273,-1.634107421
-52.51519861,389.4608293,1.060282464,-1.68178165
-50.83341696,388.4005468,0.980523655,-1.72945588
-49.10396108,387.4200232,1.080523655,-1.68945588
-47.4145052,386.3394995,1.180523655,-1.64945588
-45.76504932,385.1589758,1.280523655,-1.60945588
-44.15559344,383.8784522,1.380523655,-1.56945588
-42.58613756,382.4979285,1.480523655,-1.52945588
-41.05668168,381.0174049,1.580523655,-1.48945588
-39.5672258,379.4368812,1.680523655,-1.44945588
-38.11776992,377.7563576,1.780523655,-1.40945588
-36.70831404,375.9758339,1.880523655,-1.36945588
-35.33885816,374.0953103,1.980523655,-1.32945588
-34.00940228,372.1147866,2.080523655,-1.28945588
-32.7199464,370.034263,2.180523655,-1.24945588
-31.47049052,367.8537393,2.280523655,-1.20945588
-30.26103464,365.5732156,2.380523655,-1.16945588
-29.09157876,363.192692,2.480523655,-1.12945588
-27.96212288,360.7121683,2.580523655,-1.08945588
-26.872667,358.1316447,2.680523655,-1.04945588
-25.82321112,355.451121,2.780523655,-1.00945588
-24.81375524,352.6705974,2.880523655,-0.96945588
-23.84429936,349.7900737,2.980523655,-0.92945588
-22.91484348,346.8095501,3.080523655,-0.88945588
-22.0253876,343.7290264,3.180523655,-0.84945588
-21.17593172,340.5485028,3.280523655,-0.80945588
-20.36647584,337.2679791,3.380523655,-0.76945588
-19.59701996,333.8874554,3.480523655,-0.72945588
-18.86756408,330.4069318,3.580523655,-0.68945588
-18.1781082,326.8264081,3.680523655,-0.64945588
-17.52865232,323.1458845,3.780523655,-0.60945588
-16.91919644,319.3653608,3.880523655,-0.56945588
-16.34974056,315.4848372,3.980523655,-0.52945588
-15.82028468,311.5043135,4.080523655,-0.48945588
-15.3308288,307.4237899,4.180523655,-0.44945588
-14.88137292,303.2432662,4.280523655,-0.40945588
-14.47191704,298.9627426,4.380523655,-0.36945588
-14.10246116,294.5822189,4.480523655,-0.32945588
-13.77300528,290.1016952,4.580523655,-0.28945588
-13.4835494,285.5211716,4.680523655,-0.24945588
-13.23409352,280.8406479,4.780523655,-0.20945588
-13.02463765,276.0601243,4.880523655,-0.16945588
-12.85518177,271.1796006,4.980523655,-0.12945588
-12.72572589,266.199077,5.080523655,-0.08945588
-12.63627001,261.1185533,5.180523655,-0.04945588
-12.58681413,255.9380297,5.280523655,-0.00945588
-12.57735825,250.657506,5.380523655,0.03054412
-12.60790237,245.2769824,5.480523655,-0.00945588
-12.59844649,239.7964587,5.580523655,0.03054412
-12.62899061,234.215935,5.680523655,-0.00945588
-12.61953473,228.5354114,5.780523655,0.03054412
-12.65007885,222.7548877,5.880523655,-0.00945588
-12.64062297,216.8743641,5.980523655,0.03054412
-12.67116709,210.8938404,6.080523655,-0.00945588
-12.66171121,204.8133168,6.180523655,0.03054412
-12.69225533,198.6327931,6.280523655,-0.00945588
-12.68279945,192.3522695,6.380523655,0.03054412
-12.71334357,185.9717458,6.480523655,-0.00945588
-12.70388769,179.4912222,6.580523655,0.03054412
-12.73443181,172.9106985,6.680523655,-0.00945588
-12.72497593,166.2301748,6.780523655,0.03054412
-12.75552005,159.4496512,6.880523655,-0.00945588
-12.74606417,152.5691275,6.980523655,0.03054412
-12.77660829,145.5886039,7.080523655,-0.00945588
-12.76715241,138.5080802,7.000764845,-0.057130109
-12.7100223,131.5073154,6.921006036,-0.104804339
-12.60521796,124.5863093,6.841247227,-0.152478568
-12.45273939,117.7450621,6.761488418,-0.200152797
-12.2525866,110.9835737,6.681729608,-0.247827027
-12.00475957,104.3018441,6.601970799,-0.295501256
-11.70925831,97.69987329,6.52221199,-0.343175485
-11.36608283,91.1776613,6.442453181,-0.390849715
-10.97523311,84.73520812,6.362694371,-0.438523944
-10.53670917,78.37251375,6.282935562,-0.486198173
-10.050511,72.08957819,6.203176753,-0.533872403
-9.516638593,65.88640143,6.123417943,-0.581546632
-226.4208691,431.9,0,0
-226.4208691,431.9,-0.1,0.04
-226.4608691,432,-0.2,0
-226.4608691,432.2,-0.3,0.04
-226.5008691,432.5,-0.4,0
-226.5008691,432.9,-0.5,0.04
-226.5408691,433.4,-0.6,0
-226.5408691,434,-0.7,0.04
-226.5808691,434.7,-0.8,0
-226.5808691,435.5,-0.9,0.04
-226.6208691,436.4,-1,0
-226.6208691,437.4,-1.1,0.04
-226.6608691,438.5,-1.2,0
-226.6608691,439.7,-1.1,0.04
-226.7008691,440.8,-1,0
-226.7008691,441.8,-0.9,0.04
-226.7408691,442.7,-0.8,0
-226.7408691,443.5,-0.7,0.04
-226.7808691,444.2,-0.6,0
-226.7808691,444.8,-0.5,0.04
-226.8208691,445.3,-0.4,0
-226.8208691,445.7,-0.3,0.04
-226.8608691,446,-0.2,0
-226.8608691,446.2,-0.1,0.04
-226.9008691,446.3,-3.61E-16,0
-226.9008691,446.3,0.1,0.04
-226.9408691,446.2,0.2,0
-226.9408691,446,0.3,0.04
-226.9808691,445.7,0.4,0
-226.9808691,445.3,0.5,0.04
-227.0208691,444.8,0.6,0
-227.0208691,444.2,0.7,0.04
-227.0608691,443.5,0.8,0
-227.0608691,442.7,0.9,0.04
-227.1008691,441.8,1,0
-227.1008691,440.8,1.1,0.04
-227.1408691,439.7,1.2,0
-227.1408691,438.5,1.3,0.04
-227.1808691,437.2,1.4,0
-227.1808691,435.8,1.5,0.04
-227.2208691,434.3,1.6,0
-227.2208691,432.7,1.7,0.04
-227.2608691,431,1.8,0
-227.2608691,429.2,1.9,0.04
-227.3008691,427.3,2,0
-227.3008691,425.3,2.1,0.04
-227.3408691,423.2,2.2,0
-227.3408691,421,2.3,0.04
-227.3808691,418.7,2.212061476,-0.068404029
-227.3124651,416.4879385,2.124122952,-0.096808057
-227.2156571,414.3638156,2.036184428,-0.125212086
-227.090445,412.3276311,1.948245903,-0.153616115
-226.9368289,410.3793852,1.860307379,-0.182020143
-226.7548087,408.5190779,1.772368855,-0.210424172
-226.5443845,406.746709,1.684430331,-0.238828201
-226.3055563,405.0622787,1.596491807,-0.267232229
-226.0383241,403.4657869,1.508553283,-0.295636258
-225.7426879,401.9572336,1.420614758,-0.324040287
-225.4186476,400.5366188,1.332676234,-0.352444315
-225.0662033,399.2039426,1.24473771,-0.380848344
-224.6853549,397.9592049,1.156799186,-0.409252373
-224.2761025,396.8024057,1.068860662,-0.437656401
-223.8384461,395.733545,0.980922138,-0.46606043
-223.3723857,394.7526229,0.892983613,-0.494464459
-222.8779213,393.8596393,0.805045089,-0.522868487
-222.3550528,393.0545942,0.717106565,-0.551272516
-221.8037802,392.3374876,0.629168041,-0.579676545
-221.2241037,391.7083196,0.541229517,-0.608080573
-220.6160231,391.1670901,0.453290993,-0.636484602
-219.9795385,390.7137991,0.365352469,-0.664888631
-219.3146499,390.3484466,0.277413944,-0.693292659
-218.6213572,390.0710327,0.18947542,-0.721696688
-217.8996605,389.8815572,0.28947542,-0.681696688
-217.2179639,389.5920818,0.38947542,-0.641696688
-216.5762672,389.2026064,0.48947542,-0.601696688
-215.9745705,388.713131,0.58947542,-0.561696688
-215.4128738,388.1236556,0.68947542,-0.521696688
-214.8911771,387.4341801,0.78947542,-0.481696688
-214.4094804,386.6447047,0.88947542,-0.441696688
-213.9677837,385.7552293,0.98947542,-0.401696688
-213.566087,384.7657539,1.08947542,-0.361696688
-213.2043904,383.6762785,1.18947542,-0.321696688
-212.8826937,382.486803,1.101536896,-0.350100717
-212.532593,381.3852661,1.013598372,-0.378504745
-212.1540882,380.3716678,0.925659848,-0.406908774
-211.7471794,379.4460079,0.837721324,-0.435312803
-211.3118666,378.6082866,0.749782799,-0.463716831
-210.8481498,377.8585038,0.661844275,-0.49212086
-210.3560289,377.1966595,0.573905751,-0.520524889
-209.8355041,376.6227538,0.485967227,-0.548928917
-209.2865751,376.1367866,0.398028703,-0.577332946
-208.7092422,375.7387578,0.310090179,-0.605736975
-208.1035052,375.4286677,0.222151654,-0.634141003
-207.4693642,375.206516,0.13421313,-0.662545032
-206.8068192,375.0723029,0.046274606,-0.690949061
-206.1158701,375.0260283,-0.041663918,-0.719353089
-205.396517,375.0676922,0.058336082,-0.679353089
-204.7171639,375.0093561,0.158336082,-0.639353089
-204.0778109,374.85102,0.258336082,-0.599353089
-203.4784578,374.592684,0.170397558,-0.627757118
-202.8507006,374.4222864,0.082459034,-0.656161147
-202.1945395,374.3398274,-0.00547949,-0.684565175
-201.5099743,374.3453069,-0.093418015,-0.712969204
-200.7970051,374.4387249,-0.181356539,-0.741373233
-200.0556319,374.6200814,-0.269295063,-0.769777261
-199.2858546,374.8893765,-0.357233587,-0.79818129
-198.4876733,375.2466101,-0.445172111,-0.826585319
-197.661088,375.6917822,-0.533110635,-0.854989347
-196.8060987,376.2248928,-0.62104916,-0.883393376
-195.9227053,376.845942,-0.708987684,-0.911797405
-195.0109079,377.5549296,-0.796926208,-0.940201433
-194.0707065,378.3518559,-0.884864732,-0.968605462
-193.102101,379.2367206,-0.972803256,-0.997009491
-192.1050915,380.2095238,-0.872803256,-0.957009491
-191.148082,381.0823271,-0.772803256,-0.917009491
-190.2310725,381.8551304,-0.672803256,-0.877009491
-189.354063,382.5279336,-0.572803256,-0.837009491
-188.5170535,383.1007369,-0.472803256,-0.797009491
-187.720044,383.5735401,-0.372803256,-0.757009491
-186.9630346,383.9463434,-0.272803256,-0.717009491
-186.2460251,384.2191466,-0.172803256,-0.677009491
-185.5690156,384.3919499,-0.072803256,-0.637009491
-184.9320061,384.4647531,-0.16074178,-0.665413519
-184.2665926,384.6254949,-0.248680304,-0.693817548
-183.572775,384.8741752,-0.336618829,-0.722221577
-182.8505534,385.2107941,-0.424557353,-0.750625605
-182.0999278,385.6353514,-0.512495877,-0.779029634
-181.3208982,386.1478473,-0.600434401,-0.807433663
-180.5134645,386.7482817,-0.688372925,-0.835837691
-179.6776268,387.4366546,-0.776311449,-0.86424172
-178.8133851,388.2129661,-0.676311449,-0.82424172
-177.9891434,388.8892775,-0.576311449,-0.78424172
-177.2049017,389.465589,-0.476311449,-0.74424172
-176.46066,389.9419004,-0.376311449,-0.70424172
-175.7564182,390.3182119,-0.276311449,-0.66424172
-175.0921765,390.5945233,-0.176311449,-0.62424172
-174.4679348,390.7708348,-0.076311449,-0.58424172
-173.8836931,390.8471462,-0.164249974,-0.612645749
-173.2710473,391.0113962,-0.252188498,-0.641049777
