X Dis,Y Dis,X Vel,Y Vel
151.4387013,680.3739232,-0.167237622,0.288132454
151.1505689,680.5411608,-0.229041021,0.365689504
150.7848794,680.7702019,-0.29084442,0.443246555
150.3416328,681.0610463,-0.352647819,0.520803605
149.8208292,681.4136941,-0.414451218,0.598360656
149.2224686,681.8281453,-0.476254616,0.675917706
148.5465508,682.3043999,-0.538058015,0.753474756
147.7930761,682.842458,-0.599861414,0.831031807
146.9620443,683.4423194,-0.661664813,0.908588857
146.0534554,684.1039842,-0.723468212,0.986145908
145.0673095,684.8274524,-0.785271611,1.063702958
144.0036066,685.612724,-0.84707501,1.141260009
142.8623466,686.459799,-0.908878409,1.218817059
141.6435295,687.3686774,-0.970681807,1.29637411
140.3471554,688.3393592,-1.032485206,1.37393116
138.9732242,689.3718444,-1.094288605,1.451488211
137.521736,690.466133,-1.156092004,1.529045261
135.9926908,691.622225,-1.217895403,1.606602312
134.3860884,692.8401205,-1.279698802,1.684159362
132.7019291,694.1198193,-1.341502201,1.761716412
130.9402127,695.4613215,-1.4033056,1.839273463
129.1009392,696.8646271,-1.465108998,1.916830513
127.1841087,698.3297361,-1.365108998,1.876830513
125.3072782,699.694845,-1.265108998,1.836830513
123.4704477,700.959954,-1.165108998,1.796830513
121.6736171,702.125063,-1.065108998,1.756830513
119.9167866,703.190172,-0.965108998,1.716830513
118.1999561,704.155281,-0.865108998,1.676830513
116.5231256,705.02039,-0.765108998,1.636830513
114.8862951,705.785499,-0.665108998,1.596830513
113.2894646,706.450608,-0.565108998,1.556830513
111.7326341,707.015717,-0.465108998,1.516830513
110.2158036,707.480826,-0.365108998,1.476830513
108.738973,707.845935,-0.265108998,1.436830513
107.3021425,708.111044,-0.165108998,1.396830513
105.905312,708.276153,-0.065108998,1.356830513
104.5484815,708.341262,0.034891002,1.316830513
103.231651,708.306371,0.134891002,1.276830513
101.9548205,708.17148,0.234891002,1.236830513
100.71799,707.936589,0.334891002,1.196830513
99.52115945,707.601698,0.434891002,1.156830513
98.36432893,707.166807,0.534891002,1.116830513
97.24749842,706.631916,0.634891002,1.076830513
96.17066791,705.997025,0.734891002,1.036830513
95.13383739,705.262134,0.834891002,0.996830513
94.13700688,704.427243,0.934891002,0.956830513
93.18017637,703.492352,1.034891002,0.916830513
92.26334585,702.457461,1.134891002,0.876830513
91.38651534,701.32257,1.234891002,0.836830513
90.54968483,700.087679,1.334891002,0.796830513
89.75285431,698.752788,1.434891002,0.756830513
88.9960238,697.317897,1.534891002,0.716830513
88.27919329,695.783006,1.634891002,0.676830513
87.60236277,694.148115,1.734891002,0.636830513
86.96553226,692.413224,1.834891002,0.596830513
86.36870175,690.578333,1.934891002,0.556830513
85.81187123,688.643442,2.034891002,0.516830513
85.29504072,686.608551,2.134891002,0.476830513
84.81821021,684.47366,2.234891002,0.436830513
84.38137969,682.238769,2.334891002,0.396830513
83.98454918,679.903878,2.434891002,0.356830513
83.62771867,677.468987,2.534891002,0.316830513
83.31088815,674.934096,2.634891002,0.276830513
83.03405764,672.299205,2.734891002,0.236830513
82.79722713,669.564314,2.834891002,0.196830513
82.60039661,666.729423,2.934891002,0.156830513
82.4435661,663.794532,3.034891002,0.116830513
82.32673559,660.759641,3.134891002,0.076830513
82.24990507,657.62475,3.234891002,0.036830513
82.21307456,654.389859,3.334891002,-0.003169487
82.21624405,651.054968,3.434891002,0.036830513
82.17941353,647.620077,3.534891002,-0.003169487
82.18258302,644.085186,3.634891002,0.036830513
82.14575251,640.450295,3.734891002,-0.003169487
82.14892199,636.715404,3.834891002,0.036830513
82.11209148,632.880513,3.934891002,-0.003169487
82.11526097,628.945622,4.034891002,0.036830513
82.07843045,624.910731,4.134891002,-0.003169487
82.08159994,620.77584,4.234891002,0.036830513
82.04476943,616.540949,4.334891002,-0.003169487
82.04793891,612.206058,4.434891002,0.036830513
82.0111084,607.771167,4.534891002,-0.003169487
82.01427789,603.236276,4.634891002,0.036830513
81.97744737,598.601385,4.734891002,-0.003169487
81.98061686,593.866494,4.834891002,0.036830513
81.94378635,589.031603,4.934891002,-0.003169487
81.94695583,584.096712,5.034891002,0.036830513
81.91012532,579.0618209,5.134891002,-0.003169487
81.91329481,573.9269299,5.234891002,0.036830513
81.87646429,568.6920389,5.334891002,-0.003169487
81.87963378,563.3571479,5.273087603,0.154387564
81.72524622,558.0840603,5.211284204,0.231944614
81.4933016,552.8727761,5.149480805,0.309501665
81.18379994,547.7232953,5.087677406,0.387058715
80.79674122,542.6356179,5.025874007,0.464615766
80.33212546,537.6097439,4.964070608,0.542172816
79.78995264,532.6456733,4.902267209,0.619729867
79.17022277,527.7434061,4.840463811,0.697286917
78.47293586,522.9029423,4.778660412,0.774843967
77.69809189,518.1242819,4.716857013,0.852401018
76.84569087,513.4074249,4.655053614,0.929958068
75.9157328,508.7523713,4.593250215,1.007515119
74.90821768,504.159121,4.531446816,1.085072169
73.82314552,499.6276742,4.469643417,1.16262922
72.6605163,495.1580308,4.407840018,1.24018627
71.42033003,490.7501908,4.350237868,1.323318565
70.09701146,486.3999529,4.297028979,1.411876087
68.68513537,482.1029239,4.248400014,1.505702209
67.17943316,477.8545239,4.348400014,1.465702209
65.71373096,473.5061239,4.448400014,1.425702209
64.28802875,469.0577239,4.548400014,1.385702209
62.90232654,464.5093239,4.648400014,1.345702209
61.55662433,459.8609239,4.748400014,1.305702209
60.25092212,455.1125239,4.848400014,1.265702209
58.98521991,450.2641238,4.948400014,1.225702209
57.7595177,445.3157238,5.048400014,1.185702209
56.5738155,440.2673238,5.148400014,1.145702209
55.42811329,435.1189238,5.248400014,1.105702209
54.32241108,429.8705238,5.348400014,1.065702209
53.25670887,424.5221238,5.448400014,1.025702209
52.23100666,419.0737238,5.548400014,0.985702209
51.24530445,413.5253237,5.648400014,0.945702209
50.29960225,407.8769237,5.748400014,0.905702209
49.39390004,402.1285237,5.848400014,0.865702209
48.52819783,396.2801237,5.948400014,0.825702209
47.70249562,390.3317237,6.048400014,0.785702209
46.91679341,384.2833237,6.148400014,0.745702209
46.1710912,378.1349237,6.248400014,0.705702209
45.46538899,371.8865236,6.348400014,0.665702209
44.79968679,365.5381236,6.448400014,0.625702209
44.17398458,359.0897236,6.548400014,0.585702209
43.58828237,352.5413236,6.648400014,0.545702209
43.04258016,345.8929236,6.748400014,0.505702209
42.53687795,339.1445236,6.848400014,0.465702209
42.07117574,332.2961236,6.948400014,0.425702209
41.64547353,325.3477235,7.048400014,0.385702209
41.25977133,318.2993235,7.148400014,0.345702209
40.91406912,311.1509235,7.248400014,0.305702209
40.60836691,303.9025235,7.348400014,0.265702209
40.3426647,296.5541235,7.448400014,0.225702209
40.11696249,289.1057235,7.548400014,0.185702209
39.93126028,281.5573235,7.648400014,0.145702209
39.78555807,273.9089234,7.748400014,0.105702209
39.67985587,266.1605234,7.848400014,0.065702209
39.61415366,258.3121234,7.948400014,0.025702209
39.58845145,250.3637234,7.948400014,0.025702209
39.56274924,242.4153234,7.948400014,0.025702209
39.53704703,234.4669234,7.948400014,0.025702209
39.51134482,226.5185234,7.948400014,0.025702209
39.48564262,218.5701234,7.948400014,0.025702209
39.45994041,210.6217233,7.948400014,0.025702209
39.4342382,202.6733233,7.948400014,0.025702209
39.40853599,194.7249233,7.948400014,0.025702209
39.38283378,186.7765233,7.948400014,0.025702209
39.35713157,178.8281233,7.948400014,0.025702209
39.33142936,170.8797233,7.948400014,0.025702209
39.30572716,162.9313233,7.948400014,0.025702209
39.28002495,154.9829232,7.948400014,0.025702209
39.25432274,147.0345232,7.948400014,0.025702209
39.22862053,139.0861232,7.948400014,0.025702209
39.20291832,131.1377232,7.948400014,0.025702209
39.17721611,123.1893232,7.948400014,0.025702209
39.1515139,115.2409232,7.948400014,0.025702209
39.1258117,107.2925232,7.948400014,0.025702209
39.10010949,99.34412314,7.948400014,0.025702209
39.07440728,91.39572313,7.948400014,0.025702209
39.04870507,83.44732311,7.948400014,0.025702209
39.02300286,75.4989231,7.948400014,0.025702209
38.99730065,67.55052308,7.948400014,0.025702209
375.7656017,431.9,0,0
375.7656017,431.9,-0.1,0.04
375.7256017,432,-0.2,0
375.7256017,432.2,-0.3,0.04
375.6856017,432.5,-0.4,0
375.6856017,432.9,-0.5,0.04
375.6456017,433.4,-0.6,0
375.6456017,434,-0.7,0.04
375.6056017,434.7,-0.8,0
375.6056017,435.5,-0.9,0.04
375.5656017,436.4,-1,0
375.5656017,437.4,-1.1,0.04
375.5256017,438.5,-1.2,0
375.5256017,439.7,-1.3,0.04
375.4856017,441,-1.4,0
375.4856017,442.4,-1.5,0.04
375.4456017,443.9,-1.6,0
375.4456017,445.5,-1.7,0.04
375.4056017,447.2,-1.8,0
375.4056017,449,-1.9,0.04
375.3656017,450.9,-2,0
375.3656017,452.9,-2.1,0.04
375.3256017,455,-2.2,0
375.3256017,457.2,-2.3,0.04
375.2856017,459.5,-2.4,0
375.2856017,461.9,-2.5,0.04
375.2456017,464.4,-2.6,0
375.2456017,467,-2.7,0.04
375.2056017,469.7,-2.8,0
375.2056017,472.5,-2.9,0.04
375.1656017,475.4,-3,0
375.1656017,478.4,-3.1,0.04
375.1256017,481.5,-3.2,0
375.1256017,484.7,-3.3,0.04
375.0856017,488,-3.4,0
375.0856017,491.4,-3.5,0.04
375.0456017,494.9,-3.6,0
375.0456017,498.5,-3.7,0.04
375.0056017,502.2,-3.8,0
375.0056017,506,-3.9,0.04
374.9656017,509.9,-4,0
374.9656017,513.9,-4.1,0.04
374.9256017,518,-4.2,0
374.9256017,522.2,-4.3,0.04
374.8856017,526.5,-4.4,0
374.8856017,530.9,-4.5,0.04
374.8456017,535.4,-4.6,0
374.8456017,540,-4.5,0.04
374.8056017,544.5,-4.4,0
374.8056017,548.9,-4.3,0.04
374.7656017,553.2,-4.2,0
374.7656017,557.4,-4.1,0.04
374.7256017,561.5,-4,0
374.7256017,565.5,-3.9,0.04
374.6856017,569.4,-3.8,0
374.6856017,573.2,-3.7,0.04
374.6456017,576.9,-3.6,0
374.6456017,580.5,-3.5,0.04
374.6056017,584,-3.4,0
374.6056017,587.4,-3.3,0.04
374.5656017,590.7,-3.2,0
374.5656017,593.9,-3.1,0.04
374.5256017,597,-3,0
374.5256017,600,-2.9,0.04
374.4856017,602.9,-2.8,0
374.4856017,605.7,-2.7,0.04
374.4456017,608.4,-2.6,0
374.4456017,611,-2.5,0.04
374.4056017,613.5,-2.4,0
374.4056017,615.9,-2.3,0.04
374.3656017,618.2,-2.2,0
374.3656017,620.4,-2.1,0.04
374.3256017,622.5,-2,0
374.3256017,624.5,-1.9,0.04
374.2856017,626.4,-1.8,0
374.2856017,628.2,-1.7,0.04
374.2456017,629.9,-1.6,0
374.2456017,631.5,-1.5,0.04
374.2056017,633,-1.4,0
374.2056017,634.4,-1.3,0.04
374.1656017,635.7,-1.2,0
374.1656017,636.9,-1.1,0.04
374.1256017,638,-1,0
374.1256017,639,-0.9,0.04
374.0856017,639.9,-0.8,0
374.0856017,640.7,-0.7,0.04
374.0456017,641.4,-0.6,0
374.0456017,642,-0.5,0.04
374.0056017,642.5,-0.4,0
374.0056017,642.9,-0.3,0.04
373.9656017,643.2,-0.2,0
373.9656017,643.4,-0.1,0.04
373.9256017,643.5,-2.80E-15,0
373.9256017,643.5,0.1,0.04
373.8856017,643.4,0.2,0
373.8856017,643.2,0.3,0.04
373.8456017,642.9,0.4,0
373.8456017,642.5,0.5,0.04
373.8056017,642,0.6,0
373.8056017,641.4,0.7,0.04
373.7656017,640.7,0.8,0
373.7656017,639.9,0.9,0.04
373.7256017,639,1,0
373.7256017,638,1.1,0.04
373.6856017,636.9,1.2,0
373.6856017,635.7,1.3,0.04
373.6456017,634.4,1.4,0
373.6456017,633,1.5,0.04
373.6056017,631.5,1.6,0
373.6056017,629.9,1.7,0.04
373.5656017,628.2,1.8,0
373.5656017,626.4,1.9,0.04
373.5256017,624.5,2,0
373.5256017,622.5,2.1,0.04
373.4856017,620.4,2.2,0
373.4856017,618.2,2.3,0.04
373.4456017,615.9,2.4,0
373.4456017,613.5,2.5,0.04
373.4056017,611,2.6,0
373.4056017,608.4,2.7,0.04
373.3656017,605.7,2.8,0
373.3656017,602.9,2.9,0.04
373.3256017,600,3,0
373.3256017,597,3.1,0.04
373.2856017,593.9,3.2,0
373.2856017,590.7,3.3,0.04
373.2456017,587.4,3.4,0
373.2456017,584,3.5,0.04
373.2056017,580.5,3.6,0
373.2056017,576.9,3.546791111,0.168557522
373.0370442,573.3532089,3.493582223,0.257115044
372.7799292,569.8596267,3.440373334,0.345672566
372.4342566,566.4192533,3.387164446,0.434230088
372.0000265,563.0320889,3.333955557,0.52278761
371.4772389,559.6981333,3.280746668,0.611345132
370.8658938,556.4173867,3.22753778,0.699902654
370.1659911,553.1898489,3.174328891,0.788460175
369.3775309,550.01552,3.121120002,0.877017697
368.5005132,546.8944,3.067911114,0.965575219
367.534938,543.8264889,3.014702225,1.054132741
366.4808053,540.8117866,2.961493337,1.142690263
365.338115,537.8502933,2.908284448,1.231247785
364.1068672,534.9420089,2.855075559,1.319805307
362.7870619,532.0869333,2.801866671,1.408362829
361.3786991,529.2850666,2.748657782,1.496920351
359.8817787,526.5364089,2.695448893,1.585477873
358.2963009,523.84096,2.642240005,1.674035395
356.6222655,521.19872,2.589031116,1.762592917
354.8596726,518.6096888,2.535822228,1.851150439
353.0085221,516.0738666,2.482613339,1.939707961
351.0688142,513.5912533,2.42940445,2.028265483
349.0405487,511.1618488,2.376195562,2.116823005
346.9237257,508.7856533,2.322986673,2.205380526
344.7183452,506.4626666,2.269777784,2.293938048
342.4244071,504.1928888,2.216568896,2.38249557
340.0419115,501.9763199,2.163360007,2.471053092
337.5708584,499.8129599,2.110151119,2.559610614
335.0112478,497.7028088,2.05694223,2.648168136
332.3630797,495.6458666,2.003733341,2.736725658
329.626354,493.6421332,1.950524453,2.82528318
326.8010709,491.6916088,1.897315564,2.913840702
323.8872302,489.7942932,1.844106675,3.002398224
320.8848319,487.9501865,1.790897787,3.090955746
317.7938762,486.1592887,1.737688898,3.179513268
314.6143629,484.4215998,1.68448001,3.26807079
311.3462921,482.7371198,1.631271121,3.356628312
307.9896638,481.1058487,1.578062232,3.445185834
304.544478,479.5277865,1.524853344,3.533743356
301.0107346,478.0029331,1.471644455,3.622300877
297.3884337,476.5312887,1.418435566,3.710858399
293.6775753,475.1128531,1.365226678,3.799415921
289.8781594,473.7476264,1.312017789,3.887973443
285.990186,472.4356086,1.258808901,3.976530965
282.013655,471.1767997,1.205600012,4.065088487
277.9485665,469.9711997,1.152391123,4.153646009
273.7949205,468.8188086,1.099182235,4.242203531
269.552717,467.7196264,1.045973346,4.330761053
265.2219559,466.673653,1.145973346,4.290761053
260.9311949,465.5276797,1.245973346,4.250761053
256.6804338,464.2817063,1.345973346,4.210761053
252.4696728,462.935733,1.445973346,4.170761053
248.2989117,461.4897596,1.545973346,4.130761053
244.1681507,459.9437863,1.645973346,4.090761053
240.0773896,458.2978129,1.745973346,4.050761053
236.0266286,456.5518396,1.845973346,4.010761053
232.0158675,454.7058663,1.945973346,3.970761053
228.0451065,452.7598929,2.045973346,3.930761053
224.1143454,450.7139196,2.145973346,3.890761053
220.2235844,448.5679462,2.245973346,3.850761053
216.3728233,446.3219729,2.345973346,3.810761053
212.5620622,443.9759995,2.445973346,3.770761053
208.7913012,441.5300262,2.545973346,3.730761053
205.0605401,438.9840528,2.645973346,3.690761053
201.3697791,436.3380795,2.745973346,3.650761053
197.719018,433.5921061,2.845973346,3.610761053
194.108257,430.7461328,2.945973346,3.570761053
190.5374959,427.8001594,3.045973346,3.530761053
187.0067349,424.7541861,3.145973346,3.490761053
183.5159738,421.6082128,3.245973346,3.450761053
180.0652128,418.3622394,3.345973346,3.410761053
176.6544517,415.0162661,3.445973346,3.370761053
173.2836907,411.5702927,3.545973346,3.330761053
169.9529296,408.0243194,3.645973346,3.290761053
166.6621686,404.378346,3.745973346,3.250761053
163.4114075,400.6323727,3.845973346,3.210761053
160.2006465,396.7863993,3.945973346,3.170761053
157.0298854,392.840426,4.045973346,3.130761053
153.8991243,388.7944526,4.145973346,3.090761053
150.8083633,384.6484793,4.245973346,3.050761053
147.7576022,380.4025059,4.345973346,3.010761053
144.7468412,376.0565326,4.445973346,2.970761053
141.7760801,371.6105593,4.545973346,2.930761053
138.8453191,367.0645859,4.645973346,2.890761053
135.954558,362.4186126,4.745973346,2.850761053
133.103797,357.6726392,4.845973346,2.810761053
130.2930359,352.8266659,4.945973346,2.770761053
127.5222749,347.8806925,5.045973346,2.730761053
124.7915138,342.8347192,5.145973346,2.690761053
122.1007528,337.6887458,5.245973346,2.650761053
119.4499917,332.4427725,5.345973346,2.610761053
116.8392307,327.0967991,5.445973346,2.570761053
114.2684696,321.6508258,5.545973346,2.530761053
111.7377086,316.1048524,5.645973346,2.490761053
109.2469475,310.4588791,5.745973346,2.450761053
106.7961864,304.7129058,5.845973346,2.410761053
104.3854254,298.8669324,5.945973346,2.370761053
102.0146643,292.9209591,6.045973346,2.330761053
99.68390329,286.8749857,6.145973346,2.290761053
97.39314223,280.7290124,6.245973346,2.250761053
95.14238118,274.483039,6.345973346,2.210761053
92.93162013,268.1370657,6.445973346,2.170761053
90.76085907,261.6910923,6.545973346,2.130761053
88.63009802,255.145119,6.645973346,2.090761053
86.53933697,248.4991456,6.745973346,2.050761053
84.48857591,241.7531723,6.845973346,2.010761053
82.47781486,234.907199,6.945973346,1.970761053
80.50705381,227.9612256,7.045973346,1.930761053
78.57629276,220.9152523,7.145973346,1.890761053
76.6855317,213.7692789,7.245973346,1.850761053
74.83477065,206.5233056,7.345973346,1.810761053
73.0240096,199.1773322,7.445973346,1.770761053
71.25324854,191.7313589,7.545973346,1.730761053
69.52248749,184.1853855,7.645973346,1.690761053
67.83172644,176.5394122,7.745973346,1.650761053
66.18096538,168.7934388,7.745973346,1.650761053
64.53020433,161.0474655,7.745973346,1.650761053
62.87944328,153.3014921,7.745973346,1.650761053
61.22868223,145.5555188,7.745973346,1.650761053
59.57792117,137.8095455,7.745973346,1.650761053
57.92716012,130.0635721,7.745973346,1.650761053
56.27639907,122.3175988,7.745973346,1.650761053
54.62563801,114.5716254,7.745973346,1.650761053
52.97487696,106.8256521,7.745973346,1.650761053
51.32411591,99.07967872,7.745973346,1.650761053
49.67335485,91.33370538,7.745973346,1.650761053
48.0225938,83.58773203,7.745973346,1.650761053
46.37183275,75.84175868,7.745973346,1.650761053
44.7210717,68.09578534,7.745973346,1.650761053
-207.9255394,431.9,0,0
-207.9255394,431.9,-0.1,0.04
-207.9655394,432,-0.2,0
-207.9655394,432.2,-0.3,0.04
-208.0055394,432.5,-0.4,0
-208.0055394,432.9,-0.5,0.04
-208.0455394,433.4,-0.6,0
-208.0455394,434,-0.7,0.04
-208.0855394,434.7,-0.8,0
-208.0855394,435.5,-0.9,0.04
-208.1255394,436.4,-1,0
-208.1255394,437.4,-1.1,0.04
-208.1655394,438.5,-1.2,0
-208.1655394,439.7,-1.3,0.04
-208.2055394,441,-1.4,0
-208.2055394,442.4,-1.5,0.04
-208.2455394,443.9,-1.6,0
-208.2455394,445.5,-1.7,0.04
-208.2855394,447.2,-1.8,0
-208.2855394,449,-1.9,0.04
-208.3255394,450.9,-2,0
-208.3255394,452.9,-2.1,0.04
-208.3655394,455,-2.2,0
-208.3655394,457.2,-2.3,0.04
-208.4055394,459.5,-2.4,0
-208.4055394,461.9,-2.5,0.04
-208.4455394,464.4,-2.6,0
-208.4455394,467,-2.7,0.04
-208.4855394,469.7,-2.8,0
-208.4855394,472.5,-2.9,0.04
-208.5255394,475.4,-3,0
-208.5255394,478.4,-3.1,0.04
-208.5655394,481.5,-3.2,0
-208.5655394,484.7,-3.1,0.04
-208.6055394,487.8,-3,0
-208.6055394,490.8,-2.9,0.04
-208.6455394,493.7,-2.8,0
-208.6455394,496.5,-2.7,0.04
-208.6855394,499.2,-2.6,0
-208.6855394,501.8,-2.5,0.04
-208.7255394,504.3,-2.4,0
-208.7255394,506.7,-2.3,0.04
-208.7655394,509,-2.2,0
-208.7655394,511.2,-2.1,0.04
-208.8055394,513.3,-2,0
-208.8055394,515.3,-1.9,0.04
-208.8455394,517.2,-1.8,0
-208.8455394,519,-1.7,0.04
-208.8855394,520.7,-1.6,0
-208.8855394,522.3,-1.5,0.04
-208.9255394,523.8,-1.4,0
-208.9255394,525.2,-1.3,0.04
-208.9655394,526.5,-1.2,0
-208.9655394,527.7,-1.1,0.04
-209.0055394,528.8,-1,0
-209.0055394,529.8,-0.9,0.04
-209.0455394,530.7,-0.8,0
-209.0455394,531.5,-0.7,0.04
-209.0855394,532.2,-0.6,0
-209.0855394,532.8,-0.5,0.04
-209.1255394,533.3,-0.4,0
-209.1255394,533.7,-0.3,0.04
-209.1655394,534,-0.2,0
-209.1655394,534.2,-0.1,0.04
-209.2055394,534.3,1.53E-15,0
-209.2055394,534.3,0.1,0.04
-209.2455394,534.2,0.2,0
-209.2455394,534,0.3,0.04
-209.2855394,533.7,0.4,0
-209.2855394,533.3,0.5,0.04
-209.3255394,532.8,0.6,0
-209.3255394,532.2,0.7,0.04
-209.3655394,531.5,0.8,0
-209.3655394,530.7,0.9,0.04
-209.4055394,529.8,1,0
-209.4055394,528.8,1.1,0.04
-209.4455394,527.7,1.2,0
-209.4455394,526.5,1.3,0.04
-209.4855394,525.2,1.4,0
-209.4855394,523.8,1.5,0.04
-209.5255394,522.3,1.6,0
-209.5255394,520.7,1.7,0.04
-209.5655394,519,1.626794919,-0.1
-209.4655394,517.3732051,1.553589838,-0.16
-209.3055394,515.8196152,1.480384758,-0.22
-209.0855394,514.3392305,1.407179677,-0.28
-208.8055394,512.9320508,1.333974596,-0.34
-208.4655394,511.5980762,1.260769515,-0.4
-208.0655394,510.3373067,1.187564435,-0.46
-207.6055394,509.1497423,1.114359354,-0.52
-207.0855394,508.0353829,1.041154273,-0.58
-206.5055394,506.9942286,0.967949192,-0.64
-205.8655394,506.0262794,0.894744112,-0.7
-205.1655394,505.1315353,0.821539031,-0.76
-204.4055394,504.3099963,0.74833395,-0.82
-203.5855394,503.5616623,0.675128869,-0.88
-202.7055394,502.8865335,0.601923789,-0.94
-201.7655394,502.2846097,0.528718708,-1
-200.7655394,501.755891,0.455513627,-1.06
-199.7055394,501.3003774,0.382308546,-1.12
-198.5855394,500.9180688,0.309103466,-1.18
-197.4055394,500.6089653,0.235898385,-1.24
-196.1655394,500.373067,0.162693304,-1.3
-194.8655394,500.2103737,0.089488223,-1.36
-193.5055394,500.1208854,0.016283143,-1.42
-192.0855394,500.1046023,-0.056921938,-1.48
-190.6055394,500.1615242,-0.130127019,-1.54
-189.0655394,500.2916512,-0.2033321,-1.6
-187.4655394,500.4949833,-0.27653718,-1.66
-185.8055394,500.7715205,-0.349742261,-1.72
-184.0855394,501.1212628,-0.249742261,-1.68
-182.4055394,501.371005,-0.149742261,-1.64
-180.7655394,501.5207473,-0.049742261,-1.6
-179.1655394,501.5704896,0.050257739,-1.56
-177.6055394,501.5202318,0.150257739,-1.52
-176.0855394,501.3699741,0.250257739,-1.48
-174.6055394,501.1197164,0.350257739,-1.44
-173.1655394,500.7694586,0.450257739,-1.4
-171.7655394,500.3192009,0.550257739,-1.36
-170.4055394,499.7689431,0.650257739,-1.32
-169.0855394,499.1186854,0.750257739,-1.28
-167.8055394,498.3684277,0.850257739,-1.24
-166.5655394,497.5181699,0.950257739,-1.2
-165.3655394,496.5679122,1.050257739,-1.16
-164.2055394,495.5176544,1.150257739,-1.12
-163.0855394,494.3673967,1.250257739,-1.08
-162.0055394,493.117139,1.350257739,-1.04
-160.9655394,491.7668812,1.450257739,-1
-159.9655394,490.3166235,1.550257739,-0.96
-159.0055394,488.7663657,1.650257739,-0.92
-158.0855394,487.116108,1.750257739,-0.88
-157.2055394,485.3658503,1.850257739,-0.84
-156.3655394,483.5155925,1.950257739,-0.8
-155.5655394,481.5653348,2.050257739,-0.76
-154.8055394,479.5150771,2.150257739,-0.72
-154.0855394,477.3648193,2.250257739,-0.68
-153.4055394,475.1145616,2.350257739,-0.64
-152.7655394,472.7643038,2.277052658,-0.7
-152.0655394,470.4872512,2.203847577,-0.76
-151.3055394,468.2834036,2.130642497,-0.82
-150.4855394,466.1527611,2.057437416,-0.88
-149.6055394,464.0953237,1.984232335,-0.94
-148.6655394,462.1110914,1.911027254,-1
-147.6655394,460.2000641,1.837822174,-1.06
-146.6055394,458.3622419,1.764617093,-1.12
-145.4855394,456.5976248,1.691412012,-1.18
-144.3055394,454.9062128,1.618206931,-1.24
-143.0655394,453.2880059,1.54500185,-1.3
-141.7655394,451.743004,1.47179677,-1.36
-140.4055394,450.2712073,1.398591689,-1.42
-138.9855394,448.8726156,1.325386608,-1.48
-137.5055394,447.547229,1.252181527,-1.54
-135.9655394,446.2950474,1.178976447,-1.6
-134.3655394,445.116071,1.105771366,-1.66
-132.7055394,444.0102996,1.032566285,-1.72
-130.9855394,442.9777334,0.959361204,-1.78
-129.2055394,442.0183721,0.886156124,-1.84
-127.3655394,441.132216,0.812951043,-1.9
-125.4655394,440.319265,0.739745962,-1.96
-123.5055394,439.579519,0.666540881,-2.02
-121.4855394,438.9129781,0.593335801,-2.08
-119.4055394,438.3196423,0.52013072,-2.14
-117.2655394,437.7995116,0.446925639,-2.2
-115.0655394,437.352586,0.546925639,-2.16
-112.9055394,436.8056603,0.646925639,-2.12
-110.7855394,436.1587347,0.746925639,-2.08
-108.7055394,435.4118091,0.846925639,-2.04
-106.6655394,434.5648834,0.946925639,-2
-104.6655394,433.6179578,1.046925639,-1.96
-102.7055394,432.5710321,1.146925639,-1.92
-100.7855394,431.4241065,1.246925639,-1.88
-98.90553935,430.1771809,1.346925639,-1.84
-97.06553935,428.8302552,1.446925639,-1.8
-95.26553935,427.3833296,1.546925639,-1.76
-93.50553935,425.8364039,1.646925639,-1.72
-91.78553935,424.1894783,1.746925639,-1.68
-90.10553935,422.4425527,1.846925639,-1.64
-88.46553935,420.595627,1.946925639,-1.6
-86.86553935,418.6487014,2.046925639,-1.56
-85.30553935,416.6017758,2.146925639,-1.52
-83.78553935,414.4548501,2.246925639,-1.48
-82.30553935,412.2079245,2.346925639,-1.44
-80.86553935,409.8609988,2.446925639,-1.4
-79.46553935,407.4140732,2.546925639,-1.36
-78.10553935,404.8671476,2.646925639,-1.32
-76.78553935,402.2202219,2.746925639,-1.28
-75.50553935,399.4732963,2.846925639,-1.24
-74.26553935,396.6263706,2.946925639,-1.2
-73.06553935,393.679445,3.046925639,-1.16
-71.90553935,390.6325194,3.146925639,-1.12
-70.78553935,387.4855937,3.246925639,-1.08
-69.70553935,384.2386681,3.346925639,-1.04
-68.66553935,380.8917424,3.446925639,-1
-67.66553935,377.4448168,3.546925639,-0.96
-66.70553935,373.8978912,3.646925639,-0.92
-65.78553935,370.2509655,3.746925639,-0.88
-64.90553935,366.5040399,3.846925639,-0.84
-64.06553935,362.6571142,3.946925639,-0.8
-63.26553935,358.7101886,4.046925639,-0.76
-62.50553935,354.663263,4.146925639,-0.72
-61.78553935,350.5163373,4.246925639,-0.68
-61.10553935,346.2694117,4.346925639,-0.64
-60.46553935,341.9224861,4.446925639,-0.6
-59.86553935,337.4755604,4.546925639,-0.56
-59.30553935,332.9286348,4.646925639,-0.52
-58.78553935,328.2817091,4.573720558,-0.58
-58.20553935,323.7079886,4.500515478,-0.64
-57.56553935,319.2074731,4.427310397,-0.7
-56.86553935,314.7801627,4.354105316,-0.76
-56.10553935,310.4260574,4.280900235,-0.82
-55.28553935,306.1451571,4.207695155,-0.88
-54.40553935,301.937462,4.134490074,-0.94
-53.46553935,297.8029719,4.061284993,-1
-52.46553935,293.7416869,3.988079912,-1.06
